Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Plectosphaerella_oratosquillae,0,0.000768049,0.004053593,0.001237413,0.002432156,0.002218809,0.000768049,0.001664107,0.002048131,0.005205666,0.003114866,0.001194743,0.000896057,0.00140809,0.001109404,0.002005462,0,0.000469363,0,0,0,4.27E-05,0.000170678,0.00068271,0.002389486,0.004352279,0.003626899,0.00068271,0.005162997,0.002517494,0.002986858,0,0,0.000469363,0.00072538,0.000298686,0,0,0.001365421,0.000298686,0,0,0.001877453,0.000256016,0,0.000128008,0.00145076,0.000810719,0.001024066,0.00354156,0.001536098,0.02764977,0.001664107,0.005205666,0.004906981,0.001578768,0.005717699,0.001621437,0.001920123,0.006443079,0.003498891,0.00213347,0,0.001322751,0.002304147,0,0.000341355,0.000768049,0.00145076,0.002730841,0,0.000298686,0.015702338,0.023297491,0.011734084,0.000554702,0.009387267,0.007168459,0.005461683,0.002346817,0.000938727,0,0.001365421,0.001024066,0.001536098,0,0,0.012502133,0.000768049,0,0,0.004096262,0.008405871,0.001194743,0.026668373,0.155615293,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;s__Plectosphaerella_oratosquillae;
Verticillium_dahliae,0.037421062,0.046893668,0.017366445,0.018006486,0.098566308,0.029356545,0.0177078,0.019499915,0.045997611,0.037762417,0.016598396,0.018859874,0.014934289,0.133640553,0.005760369,0.024406895,0.050392558,0.012160778,0.038999829,0.014422256,0.041730671,0.041901348,0.020097286,0.02265745,0.019883939,0.028545827,0.021804062,0.016513057,0.009259259,0.022188087,0.016513057,0.006741765,0.006613757,0.012374125,0.005845707,0.019457245,0.008832565,0.028545827,0.009771292,0.014720942,0.012672811,0.026625704,0.009643284,0.009131251,0.013952893,0.013270183,0.008875235,0.016171702,0.059865165,0.017537122,0.026455026,0.022401434,0.045826933,0.021164021,0.034306196,0.01130739,0.041005291,0.023596177,0.02124936,0.036695682,0.013654207,0.035244922,0.011819423,0.008320533,0.020865335,0.008704557,0.026668373,0.005419013,0.025217614,0.015190306,0.02124936,0.032940775,0.025260283,0.036268988,0.012459464,0.008192524,0.008619218,0.012160778,0.015958355,0.011819423,0.012928827,0.007424475,0.009813961,0.009685953,0.010582011,0.013184844,0.009813961,0.027820447,0.013355521,0.00994197,0.013398191,0.018134494,0.015958355,0.018561188,0.013312852,0.029399215,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Verticillium;s__Verticillium_dahliae;
Niesslia_mucida,0.001621437,0.000810719,0.000853388,0.00563236,0.001834784,0.000426694,0.000981396,0.003669568,0.002560164,0.00145076,0.001322751,0.001024066,0.001621437,0.000469363,0.001152074,0.00499232,0.003114866,0.133256528,0.002730841,0.002773511,0.001792115,0.001792115,0.000640041,0.004010923,0.005461683,0.000554702,0.000128008,0.012630142,0.001621437,0.000640041,0,0.004693634,0.002560164,0.000213347,4.27E-05,0.012971497,0.001322751,0.000640041,0,0.018945212,0.005717699,0.000554702,0.000170678,0.006101724,0.003797576,0.000384025,0.000469363,0.016641065,0.005077658,0.000640041,0.000341355,0.012075439,0.001962792,0.00140809,0.000213347,0.007979177,0.001877453,0.00213347,0,0.021846732,0.003498891,0.001365421,0,0.006059054,0.003285544,0.003285544,0.000512033,0.005205666,0.005205666,0.001792115,0,0.019457245,0.004352279,0.000938727,0.000256016,0.008320533,0.005803038,0.003797576,0.000341355,0.00849121,0.00563236,0.006613757,0.000554702,0.006571087,0.004480287,0.004181601,0.000341355,0.005291005,0.002517494,0.001877453,0.000426694,0.004693634,0.009003243,0.002688172,0.000170678,0.007936508,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;s__Niesslia_mucida;
Cladosporium_sp,0.004608295,0.003370882,0.000426694,0.001237413,0.008875235,0.001706776,0.000298686,0.000896057,0.009387267,0.004778973,0.004352279,0.006784434,0.023041475,0.004608295,0.009685953,0.076719577,0.005717699,0.001152074,0.003072197,0.001706776,0.000810719,0.000170678,0.00068271,0.000298686,0.000640041,0.000853388,0.001066735,0.007595153,0.001066735,0.001109404,0.01348353,0.000768049,0.063918757,0.007595153,0.025345622,0.000554702,0.114951357,0.046082949,0.032172726,0.013782215,0.119644991,0.001920123,0.005034989,0.116487455,0.002773511,0.000896057,0.000554702,0,0.003200205,0.004522956,0.001365421,0.005504352,0.012843489,0.002346817,0.001152074,0.014763612,0.009429937,0.001962792,0.002048131,0.007637822,0.026284349,0.00354156,0.008747226,0.053208739,0.006272401,0.000512033,0.00072538,0.006827104,0.001066735,0.000256016,0.000170678,0.000170678,0.00281618,0.000853388,0.001706776,0.00213347,0.008363202,0.002432156,0.00853388,0.011179382,0.003072197,0.00068271,0.008192524,0.014251579,0.00708312,0.056110258,0.054744837,0.004565626,0.000853388,0.008405871,0.009813961,0.004010923,0.000426694,0.000384025,0.002304147,0.002730841,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae;g__Cladosporium;s__Cladosporium_sp;
Dermoloma_pseudocuneifolium,0,0.113031234,0,0,0,0,0,0,0,0.007424475,0,0,0,0,0,0,0,0,0.005248336,0,0,0.002474825,0,0,0,0,0,0,0.000384025,0,0,0.000170678,0.017878478,0,0,0,0,0,0,0,0.010454002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001024066,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Dermoloma;s__Dermoloma_pseudocuneifolium;
Preussia_flanaganii,0.026113671,0.029911248,0.030209933,0.043266769,0.07223929,0.033026114,0.039767878,0.079706435,0.059054446,0.032386073,0.027735108,0.034946237,0.032130056,0.029313876,0.014507595,0.013270183,0.096176822,0.028759174,0.023638846,0.047021676,0.081498549,0.018049155,0.064558798,0.035202253,0.039426523,0.04463219,0.048557774,0.042029357,0.028289811,0.063406725,0.094384707,0.035330261,0.0276071,0.021377368,0.018859874,0.069764465,0.029313876,0.069209763,0.056366274,0.078938385,0.028759174,0.085466803,0.030849974,0.0375064,0.026028332,0.029783239,0.020438641,0.075652842,0.05666496,0.043266769,0.026241679,0.042882744,0.036951698,0.079834443,0.056110258,0.056280935,0.03119133,0.067887011,0.060462536,0.05525687,0.026796382,0.106118792,0.049496501,0.019585253,0.038658474,0.036567674,0.046594982,0.019755931,0.047619048,0.049453832,0.019457245,0.040407919,0.031959379,0.037079706,0.028929852,0.03328213,0.027308414,0.03328213,0.054872845,0.040706605,0.07932241,0.027692439,0.041303977,0.020865335,0.043053422,0.03968254,0.013696877,0.03259942,0.051629971,0.017579792,0.030636627,0.027863117,0.034306196,0.032642089,0.014720942,0.014080901,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_flanaganii;
Preussia_persica,0.024406895,0.047363031,0.018177163,0.027479092,0.036738351,0.026327018,0.022828128,0.019627923,0.031575354,0.054190135,0.017622461,0.022870797,0.006997781,0.048472436,0.008064516,0.016897081,0.027052398,0.019969278,0.035458269,0.022828128,0.032471412,0.039597201,0.026071002,0.046509643,0.036012971,0.099462366,0.07151391,0.028545827,0.021505376,0.046850998,0.054702168,0.017238437,0.017153098,0.021676054,0.016427718,0.049496501,0.01416624,0.044333504,0.0276071,0.05384878,0.018347841,0.060334528,0.033666155,0.022273425,0.036183649,0.031788701,0.034903567,0.044162826,0.060377197,0.028545827,0.023894863,0.048685783,0.03114866,0.034306196,0.055598225,0.035287592,0.043992149,0.036482335,0.043010753,0.029527223,0.014678273,0.043480116,0.021804062,0.016342379,0.023681516,0.026753712,0.05662229,0.011136713,0.029911248,0.03042328,0.044333504,0.027991125,0.045826933,0.050947261,0.03259942,0.019201229,0.021164021,0.01839051,0.024449565,0.015915685,0.03042328,0.015915685,0.020779997,0.010667349,0.026711043,0.032812767,0.010197986,0.048344427,0.027692439,0.017793139,0.01484895,0.015830346,0.060078512,0.0375064,0.017409114,0.024662912,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__Preussia_persica;
Aaosphaeria_arxii,0.000298686,0,0,0.008789896,0.000426694,0,4.27E-05,0.003712238,0.000554702,0.000298686,0.000213347,0.016641065,0.000128008,0,0,0.003114866,0.00072538,0.000256016,0,0.003498891,0.000768049,0,0.000170678,0.000554702,0.020395972,0.000554702,0,0.000597372,0.066052227,0.000213347,0,8.53E-05,0.033666155,8.53E-05,0,0.001280082,0.041517324,0.000938727,0,0.00072538,0.02334016,0.000512033,0,8.53E-05,0.095494112,0.000341355,0.000170678,0.001024066,0,0.000128008,0,0.000384025,0,4.27E-05,0,0.001664107,8.53E-05,8.53E-05,0.000128008,0.001066735,0.000128008,8.53E-05,0,0.000384025,0.000128008,0,0.001706776,0.000554702,0,0,0.000512033,0.000512033,0.000213347,0,0.000341355,0.001664107,0,0.000128008,8.53E-05,0.001578768,0,0.000597372,8.53E-05,0.002986858,0,0.000170678,0.000384025,0.002773511,0,8.53E-05,0.000298686,0.001280082,0.000128008,0.000128008,0.000384025,0.002688172,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Aaosphaeria;s__Aaosphaeria_arxii;
Fusarium_equiseti,0.095494112,0.010496672,0.006016385,0.011862093,0.015360983,0.010325994,0.009429937,0.013654207,0.020139956,0.017110428,0.015104967,0.011648746,0.025558969,0.015745008,0.00567503,0.031959379,0.023425499,0.015104967,0.014038232,0.019371906,0.025686977,0.004394948,0.012886158,0.010880696,0.011051374,0.012672811,0.024662912,0.005717699,0.004437617,0.011435399,0.011691415,0.017963816,0.011776754,0.013398191,0.006869773,0.011264721,0.013824885,0.036567674,0.059865165,0.02547363,0.015873016,0.015616999,0.018603857,0.006827104,0.01416624,0.014379587,0.008619218,0.007168459,0.011904762,0.010411333,0.007040451,0.026284349,0.009771292,0.009813961,0.008064516,0.011904762,0.008021847,0.029655231,0.019627923,0.015915685,0.089733743,0.023468169,0.017409114,0.018646527,0.026369688,0.011179382,0.01344086,0.01135006,0.013995562,0.016342379,0.006101724,0.009301929,0.022529442,0.005504352,0.010112647,0.014208909,0.014592934,0.0098993,0.008704557,0.016897081,0.0197986,0.0098993,0.021334699,0.029868578,0.022102748,0.025857655,0.046296296,0.023681516,0.035159584,0.017366445,0.025004267,0.020481311,0.019670592,0.026753712,0.017153098,0.010112647,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__Fusarium_equiseti;
Neoascochyta_tardicrescens,0,0,0.000213347,0.000298686,0,0,0,8.53E-05,0.000213347,0,0,0,0.000256016,0.008277863,0.069807134,0.00145076,0.000298686,0.00068271,0.001322751,0.001066735,0.000341355,0.000896057,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0.001024066,8.53E-05,0.000213347,0.034562212,0.009600614,0.000213347,0,0.001066735,0.001322751,0.000853388,0,0.000256016,0,0,0,0,0,0,0,0,0,8.53E-05,0,0.000298686,0.000597372,0,0.000128008,0.00072538,0.001109404,0.000341355,0.026071002,0,0.009856631,0.000341355,0.000298686,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0.000341355,0,0.001792115,0,0.000896057,0.000640041,0.000597372,0,0.091867213,0.000256016,0.000128008,0,0.000341355,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__Neoascochyta_tardicrescens;
Botryotrichum_atrogriseum,0.00426694,0.009045912,0.026583035,0.006272401,0.00921659,0.012075439,0.013867554,0.006955112,0.006656426,0.012928827,0.013056836,0.009771292,0.02338283,0.007723161,0.007125789,0.008619218,0.005547022,0.010667349,0.007851169,0.006187063,0.008832565,0.004778973,0.007979177,0.009643284,0.023596177,0.006016385,0.052995392,0.003114866,0.032172726,0.007893839,0.028503158,0.040109234,0.038445127,0.021292029,0.062980031,0.002517494,0.013014166,0.009643284,0.019542584,0.00426694,0.013142174,0.014763612,0.083034648,0.002304147,0.025601639,0.0078085,0.021206691,0.002688172,0.026028332,0.038359788,0.009344598,0.0020908,0.006059054,0.018817204,0.006912442,0.001706776,0.01130739,0.023041475,0.008960573,0.002005462,0.004650964,0.018518519,0.015275644,0.001322751,0.007509814,0.041431985,0.015531661,0.000469363,0.006613757,0.080474484,0.006656426,0.000938727,0.004138932,0.010112647,0.010923366,0.009259259,0.014208909,0.014464926,0.01135006,0.00494965,0.013184844,0.013867554,0.016939751,0.00640041,0.011179382,0.013910224,0.007168459,0.011904762,0.005504352,0.004906981,0.010112647,0.008917904,0.006741765,0.012416795,0.002944188,0.006528418,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Botryotrichum;s__Botryotrichum_atrogriseum;
Humicola_nigrescens,0.000810719,0.001706776,0.002389486,0.01625704,0.001365421,0.001280082,0.00285885,0.002474825,0.006272401,0.002560164,0.003157535,0.000853388,0.002986858,0.002346817,0.002432156,0.001578768,0.002645503,0.002005462,0.0020908,0.001152074,0.00281618,0.002048131,0.002346817,0.002986858,0.001280082,0.001066735,0.000981396,0.003285544,0.040450589,0.002176139,0.010582011,0.076591569,0.00285885,0.0078085,0.001024066,0.00426694,0.001066735,0.001322751,0.002432156,0.002773511,0.00145076,0.001920123,0.001834784,0.001280082,0.003925585,0.001194743,0.001920123,0.002688172,0.001877453,0.000810719,0.001237413,0.009685953,0.000938727,0.003242874,0.002048131,0.001322751,0.010582011,0.003072197,0.001152074,0.00285885,0.001920123,0.001493429,0.001024066,0.000810719,0.00140809,0.001194743,0.001536098,0.001493429,0.001109404,0.000896057,0.001493429,0.001194743,0.001920123,0.003669568,0.002048131,0.006443079,0.003029527,0.003370882,0.001877453,0.002218809,0.003498891,0.002602833,0.014976959,0.002901519,0.003413552,0.002304147,0.000896057,0.002261478,0.001152074,0.001493429,0.002048131,0.00354156,0.004181601,0.002176139,0.001194743,0.003029527,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola;s__Humicola_nigrescens;
Sarocladium_summerbellii,4.27E-05,0,0,8.53E-05,4.27E-05,0,0,0.000128008,0,0,0.000853388,0,8.53E-05,0,0.000298686,0.000170678,4.27E-05,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,0,0,0,0.000170678,0,0,0,0.000128008,0,0,0,0,0,0,8.53E-05,0,0,0,0.00072538,0.000170678,0,0,0.00213347,0,0,0,0.002218809,0.004693634,4.27E-05,8.53E-05,0.021206691,0.001066735,0.074671446,0,0.001322751,0.034818228,0.000256016,0,0.000128008,8.53E-05,0.000128008,0.000426694,0.013910224,0.000384025,4.27E-05,0.000256016,0.000170678,8.53E-05,0.010880696,0.001066735,0.000298686,8.53E-05,0.001322751,0,0,0,0,0.000213347,0,0,0,8.53E-05,0,0,0,0.000213347,0.002261478,0.06088923,0.000384025,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;s__Sarocladium_summerbellii;
