Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Chytridiales,0,0,0,0,0,4.27E-05,0,0,0.000128008,0,0,0,0,0,0,0,0.000853388,0,0,0.000213347,0,0,0,8.53E-05,0,0,0,0.000170678,0,0,0,0,0.000213347,0,0.000341355,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0.000170678,0,8.53E-05,0,0,8.53E-05,0.000128008,0,0,0,0,0,0,0,0,0,0.000170678,8.53E-05,8.53E-05,0,0,k__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;
Classiculales,0,0.000170678,0,0.000128008,8.53E-05,0,0,8.53E-05,0.000213347,0,4.27E-05,0,0.000170678,0.000213347,4.27E-05,0,0,0,4.27E-05,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.000128008,0,8.53E-05,0,0.000384025,4.27E-05,0.000170678,0,0,4.27E-05,4.27E-05,8.53E-05,0,8.53E-05,0.000128008,0,0,0,0.000170678,8.53E-05,0.000128008,0.000128008,0,0,0,0.000170678,4.27E-05,0,0,4.27E-05,0.000170678,0,0,0,0.000128008,0,0.000341355,4.27E-05,4.27E-05,0,0,0.000128008,0,4.27E-05,0,0,8.53E-05,0,0.000426694,0,0.000426694,0.000298686,4.27E-05,0,4.27E-05,0,0,0,0.000426694,0,0,0.000170678,0.00072538,0,8.53E-05,0,k__Fungi;p__Basidiomycota;c__Classiculomycetes;o__Classiculales;
Cystobasidiales,0.000256016,0,0,0.000341355,0,0,0,8.53E-05,0,0,0,0,0,8.53E-05,0,0,8.53E-05,0.000170678,0,0,0,0,0,0,0.000128008,0,0,4.27E-05,0,0,0,8.53E-05,8.53E-05,0,0,0,0,0.000128008,0,0,4.27E-05,0,0.000170678,4.27E-05,8.53E-05,0,0,0,0,0.00068271,0,0.000213347,0,8.53E-05,8.53E-05,0.000128008,0.000170678,0,0,0.000213347,0,0,0,0.000128008,8.53E-05,0,0,0,0.000128008,0,0,0.000170678,8.53E-05,0,0,0.000170678,8.53E-05,0,8.53E-05,8.53E-05,0.000170678,0,8.53E-05,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;
Mucorales,0,0,0,0,0,0,0,0.000170678,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0.000128008,0,0,0,0.000512033,0,0,0,0,4.27E-05,4.27E-05,0.000170678,0.000170678,0,0,4.27E-05,0.000170678,8.53E-05,0,0.000128008,0,0.000128008,0,0,0.000554702,0.000640041,0,0,0.000170678,0,0,0,0.000213347,0,0,0,0.000384025,0,0,0,8.53E-05,0.000128008,4.27E-05,0,0,0,0,0,0.000128008,8.53E-05,0,0,0.000213347,4.27E-05,0,0,0.000170678,0,0,0,0.000384025,0,0,0,0.000213347,8.53E-05,0,0.000128008,0.000170678,0,0.000213347,0,8.53E-05,k__Fungi;p__Mucoromycota;c__Mucoromycetes;o__Mucorales;
Magnaporthales,0,0,0,0,0,0,8.53E-05,0,0.000256016,8.53E-05,4.27E-05,0,0,0,4.27E-05,8.53E-05,0,8.53E-05,0,0,0,0.000128008,0,4.27E-05,0,8.53E-05,0,0,0.000256016,0.000128008,0.000341355,0,0,0,0,0.000298686,0,0,0,0,0.000341355,4.27E-05,0.000298686,0,0,0,0.000128008,4.27E-05,0,0.000170678,0,0,0,4.27E-05,0,0,0,0,0,4.27E-05,0,0,0.000426694,4.27E-05,0,0,0,0,0,8.53E-05,0.000170678,0,8.53E-05,0,0,0.000597372,4.27E-05,0,0,0.000128008,0,0.000554702,0,0.000213347,0,0,0,0,0,0,0.000384025,0,0.000298686,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;
Cladochytriales,0.000128008,0.000128008,0,0,4.27E-05,0,0.000213347,0,8.53E-05,0,0.000213347,0.000384025,0,0,8.53E-05,8.53E-05,0,0.000213347,0,0,0,0.000298686,0.000170678,0,0,0,0.000298686,0.000256016,0.000170678,0.000213347,0.000170678,0.000170678,0.000128008,0.000341355,0.000256016,0.000170678,0,8.53E-05,0,0.000341355,0.000341355,0.000170678,0,0,0.000426694,0,0,0.000256016,0.000128008,0.000170678,0,0,0,0,0,0.000512033,0.000426694,0.000298686,0.000170678,0.000170678,0.000256016,8.53E-05,0,0.000213347,0.000256016,0.000213347,0.000256016,4.27E-05,0.000170678,0.000170678,0,0.000213347,0.000341355,0,0,0.000128008,0.000170678,0,0,4.27E-05,0,0,0.000512033,0,0.000256016,0,0,0.000128008,0.000512033,4.27E-05,0,8.53E-05,0.000213347,0,0.000128008,0,k__Fungi;p__Chytridiomycota;c__Cladochytriomycetes;o__Cladochytriales;
Geminibasidiales,0,0,0,0,4.27E-05,4.27E-05,0,4.27E-05,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0.000128008,0.000426694,0.000170678,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,8.53E-05,4.27E-05,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0.000170678,0.000213347,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;
Golubeviales,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;
Paraglomerales,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0.000384025,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0.000256016,0,0,0,0,0,0.000128008,0,0,0.000213347,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,8.53E-05,k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;
Melanosporales,0,4.27E-05,0,4.27E-05,0.000128008,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,8.53E-05,0,8.53E-05,4.27E-05,0,0,0,4.27E-05,0.000128008,0,0,0,0,0,0,0,4.27E-05,8.53E-05,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,8.53E-05,0,0,0,0.000128008,8.53E-05,4.27E-05,0.000170678,4.27E-05,8.53E-05,0,0,0,0.000128008,0,0,4.27E-05,0,0,0,0.000128008,0,0,0,4.27E-05,0,0.000384025,0,4.27E-05,0,8.53E-05,4.27E-05,0.000384025,0,0,0,0.000170678,0,4.27E-05,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales;
Helicobasidiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,4.27E-05,4.27E-05,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0.000170678,0,0.000128008,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Helicobasidiales;
Laboulbeniomycetes_ord_Incertae_sedis,0,0,8.53E-05,0,0,8.53E-05,0,0,0.000213347,0,0,0,0,4.27E-05,8.53E-05,0,0,0,0,0.000213347,0,8.53E-05,0,0,0,4.27E-05,0,0,0,8.53E-05,4.27E-05,0,8.53E-05,0,0.000298686,0,0,0,0,0,8.53E-05,4.27E-05,0.000170678,4.27E-05,0,0,0.000128008,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0.000128008,0,4.27E-05,0,0.000213347,0,0,0.000170678,0,0,8.53E-05,0.000128008,0,0.000128008,0,0,0.000128008,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Laboulbeniomycetes_ord_Incertae_sedis;
Microthyriales,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0.000256016,8.53E-05,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0.000341355,0,0,0,0,4.27E-05,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Microthyriales;
Trichosphaeriales,0,0,0,0.000170678,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0.000128008,0,0,0,0,0,0.000170678,0,0.000170678,0,0,4.27E-05,0,0,0,8.53E-05,0,0.000128008,0,0.000170678,0,0,0,0,0.000128008,0.000341355,0,0,0,0,0.000128008,8.53E-05,0,0.000256016,0,0,0,0.000170678,0,0,0,0,0,0,0.000170678,0,0,0,0,8.53E-05,0,0.000128008,0.000213347,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;
Amphisphaeriales,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;
Polyporales,0,0,4.27E-05,0,0.000128008,8.53E-05,0,4.27E-05,0,4.27E-05,0,4.27E-05,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,4.27E-05,0,0,0,0,0,4.27E-05,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,4.27E-05,0,8.53E-05,4.27E-05,0,0,0,0,0.000128008,0,0,0,0,0,0,4.27E-05,0.000128008,0.000170678,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0,8.53E-05,0,8.53E-05,0,0,8.53E-05,0,8.53E-05,8.53E-05,8.53E-05,0,8.53E-05,0,4.27E-05,0,0,8.53E-05,0.000170678,8.53E-05,0,0.000256016,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;
Blastocladiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;
Botryosphaeriales,0.000170678,0,0,0,0.000170678,4.27E-05,0,0,0.000128008,0,0,0,0.000256016,0,0,4.27E-05,0.000213347,0,0,0,0,0,0,0,4.27E-05,0,0,8.53E-05,0,0,0,0,0.000170678,0.000298686,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,4.27E-05,0.000298686,0,0,4.27E-05,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0.000128008,0,0.000128008,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0.000298686,0,0.000170678,0,0,0,4.27E-05,0.000128008,0,4.27E-05,0,0.000213347,8.53E-05,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;
Kickxellomycota_ord_Incertae_sedis,0,0,0,8.53E-05,0.000256016,4.27E-05,0,4.27E-05,0,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0,0,0,0,8.53E-05,0,0.000213347,0,0,4.27E-05,4.27E-05,0,0,4.27E-05,0,0,0,0,0,0,0.000128008,0,4.27E-05,0.000213347,0,0,0,0.000128008,8.53E-05,4.27E-05,0,4.27E-05,4.27E-05,0.000128008,0,0,0,0,0,0,0,0,0,0.000213347,0,0.000128008,8.53E-05,0,0.000170678,8.53E-05,0,4.27E-05,0,0,0,4.27E-05,0,0,0,0,0,0,0,0.000128008,0,0.000213347,0,0,8.53E-05,0,0,0,4.27E-05,0,0.000128008,0,0,0,k__Fungi;p__Kickxellomycota;c__Kickxellomycota_cls_Incertae_sedis;o__Kickxellomycota_ord_Incertae_sedis;
Venturiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,4.27E-05,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0.000128008,0,0.000256016,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;
Endogonomycetes_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,8.53E-05,0,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,0,k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonomycetes_ord_Incertae_sedis;
Geastrales,0,0,0,0,0,0,0,0,4.27E-05,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0.000170678,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,4.27E-05,0,0,0,0,0.000128008,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;
GS08,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0.000128008,0,0,0,0,0,0.000256016,0,0,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS08;
Basidiobolomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiobolomycota;c__Basidiobolomycota_cls_Incertae_sedis;o__Basidiobolomycota_ord_Incertae_sedis;
Wallemiales,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0.000256016,0,0,0,0,k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;
Calcarisporiellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Calcarisporiellomycota;c__Calcarisporiellomycetes;o__Calcarisporiellales;
Urocystidales,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Urocystidales;
Dothideomycetes_ord_Incertae_sedis,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,4.27E-05,0,0.000128008,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;
GS07,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,8.53E-05,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,8.53E-05,0,0,0,0.000170678,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,8.53E-05,0,0,0,0,0,0.000170678,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS07;
Pleurotheciales,0,0.000170678,0,4.27E-05,0,0,8.53E-05,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,4.27E-05,4.27E-05,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.000128008,4.27E-05,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0.000128008,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;
Phallales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;
Boletales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0.000170678,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0.000170678,8.53E-05,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;
Gigasporales,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;
Basidiobolales,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;
Agaricomycetes_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;
Microbotryales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;
Eurotiomycetidae_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetidae_ord_Incertae_sedis;
Basidiomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis;o__Basidiomycota_ord_Incertae_sedis;
Ascomycota_ord_Incertae_sedis,0.000128008,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;
Platygloeales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales;
Thyridiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Thyridiales;
Tremellomycetes_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellomycetes_ord_Incertae_sedis;
Hymenochaetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,8.53E-05,0,0,0,4.27E-05,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.000128008,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;
Russulales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;
