Taxonomy,A2f,A7f,A11f,A14f,A3f,A6f,A10f,A15f,A1f,A8f,A9f,A16f,A4f,A5f,A12f,A13f,B2f,B7f,B11f,B14f,B3f,B6f,B10f,B15f,B1f,B8f,B9f,B16f,B4f,B5f,B12f,B13f,C2f,C7f,C11f,C14f,C3f,C6f,C10f,C15f,C1f,C8f,C9f,C16f,C4f,C5f,C12f,C13f,D2f,D7f,D11f,D14f,D3f,D6f,D10f,D15f,D1f,D8f,D9f,D16f,D4f,D5f,D12f,D13f,E2f,E7f,E11f,E14f,E3f,E6f,E10f,E15f,E1f,E8f,E9f,E16f,E4f,E5f,E12f,E13f,F2f,F7f,F11f,F14f,F3f,F6f,F10f,F15f,F1f,F8f,F9f,F16f,F4f,F5f,F12f,F13f,Tax_detail
Lecanicillium,0,0.001066735,8.53E-05,0,0.000170678,0.000128008,0.000170678,0.00708312,0.000170678,0,0.000341355,0.001194743,0.000554702,0,0.000128008,4.27E-05,0.000256016,0.00281618,0.001066735,0.000554702,0,0,0,8.53E-05,0.000384025,8.53E-05,0.007339136,0.001493429,0.000213347,0.000213347,0.000128008,0.000512033,0.000426694,0.001706776,0.001621437,0.000213347,0.000170678,0,0,0,0.000640041,0,0.001066735,0.00068271,0.000170678,0.000384025,0.000213347,0,0.000128008,0.000810719,0.000384025,0.000426694,0,0,0,0,0.000554702,0,0.000213347,0.174389828,0,0,0,0,4.27E-05,0.000256016,0.00281618,0.000128008,0,0,0,0,0.000256016,0.000213347,0.000341355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;
Plectosphaerella,0.002048131,0.004352279,0.008021847,0.006528418,0.012118109,0.015702338,0.005931046,0.000640041,0.004906981,0.02124936,0.005162997,0.02764977,0.018006486,0.02410821,0.013782215,0.000512033,0.004352279,0.002218809,0.004608295,0.004693634,0.007253798,0.007125789,0.005547022,0.00072538,0.004650964,0.009472606,0.010966035,0.002261478,0.012246117,0.007979177,0.008021847,0.003029527,0.004394948,0.007680492,0.008704557,0.005248336,0.002517494,0.004096262,0.000768049,0.000256016,0.031362007,0.004010923,0.012587472,0.008448541,0.002688172,0.002218809,0.002474825,0.002901519,0.001962792,0.00140809,0.003114866,0.003797576,0.001024066,0.001578768,0.001365421,0.000256016,0.011435399,0.004906981,0.008064516,0.001322751,0.003200205,0.000512033,0.001962792,0.013398191,0.002261478,0.004650964,0.001621437,0.000896057,0.002474825,0.001536098,0.001877453,0.000256016,0.005803038,0.008917904,0.003114866,0.00072538,0.001578768,0.000256016,0.001066735,0.004053593,0.001322751,0.000640041,0.001322751,0.00072538,0.003328213,0.002261478,0.001578768,0.000810719,0.00145076,0.002730841,0.002346817,0.000298686,0.030252603,0.005547022,0.030209933,0.172341697,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;
Penicillium,0.008661888,0.020182625,0.018262502,0.011435399,0.01489162,0.018945212,0.027095067,0.026583035,0.02833248,0.015403653,0.00640041,0.03963987,0.027436423,0.044888206,0.067460317,0.026455026,0.01062468,0.028673835,0.016854412,0.011819423,0.015104967,0.011136713,0.011990101,0.012288786,0.022913466,0.013952893,0.00708312,0.036226318,0.019926609,0.036311657,0.013270183,0.023852193,0.019286568,0.02338283,0.018091825,0.009515276,0.013568868,0.008363202,0.007680492,0.035202253,0.04813108,0.054702168,0.008277863,0.018774535,0.016598396,0.05030722,0.013568868,0.014550265,0.056195597,0.026412357,0.041346646,0.034476873,0.008661888,0.009813961,0.007509814,0.024022871,0.161461,0.022870797,0.009728623,0.033196791,0.012971497,0.04181601,0.006528418,0.032642089,0.039810548,0.037207715,0.064174774,0.034092849,0.016001024,0.008875235,0.030849974,0.011734084,0.045101553,0.021846732,0.016598396,0.045826933,0.007253798,0.013696877,0.013611538,0.031660693,0.054702168,0.018646527,0.027692439,0.02406554,0.011008705,0.007936508,0.009259259,0.023980201,0.091781874,0.02338283,0.015915685,0.038189111,0.023468169,0.020779997,0.003669568,0.01130739,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;
Preussia,0.050435228,0.077999659,0.048515105,0.072836662,0.078383683,0.144777266,0.122375832,0.072751323,0.125192012,0.072111282,0.050179211,0.091909882,0.094640724,0.089307049,0.064217443,0.054958184,0.114567332,0.05952381,0.064388121,0.103857314,0.049965864,0.113969961,0.152500427,0.053976788,0.069167093,0.118364909,0.113585936,0.094384707,0.048472436,0.052056665,0.081498549,0.056920976,0.092891278,0.09208056,0.045528247,0.064942823,0.045058884,0.044888206,0.035287592,0.122290493,0.076804916,0.107313535,0.105222734,0.088368322,0.111111111,0.044205496,0.062510667,0.031703362,0.039085168,0.080431814,0.023681516,0.034092849,0.043693463,0.115335381,0.084656085,0.140339648,0.041559993,0.153481823,0.07155658,0.036268988,0.069892473,0.073092678,0.023980201,0.081327872,0.126429425,0.049069807,0.059651818,0.07078853,0.047192354,0.152116402,0.064985492,0.061571941,0.064004096,0.065668203,0.10411333,0.031916709,0.082778631,0.036055641,0.045528247,0.044418843,0.116743472,0.057646356,0.094555385,0.086832224,0.06229732,0.061870626,0.056451613,0.124167947,0.080687831,0.08000512,0.063833419,0.07078853,0.096091483,0.070489845,0.033580816,0.039938556,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;
Alternaria,0.006656426,0.001109404,0.000384025,0.00140809,0.000810719,0.002602833,0.000896057,0.005931046,0.001664107,0.003626899,0.000554702,0.001280082,0.000426694,0.000469363,0.000597372,0.000256016,0.01698242,0.000981396,0.001109404,0.000469363,0.000853388,0.000213347,0.004181601,0.001920123,0.003285544,0.002048131,0.000810719,0.009771292,0.002389486,0.000981396,0.00145076,0.001109404,0.013867554,0.000981396,0.004053593,0.005077658,0.009344598,0.000810719,0.005504352,0.000981396,0.003072197,0.000640041,0.0020908,0.005034989,0.001280082,0.00072538,0.000810719,0.00140809,0.011179382,0.000810719,0.010283325,0.027393753,0.047277692,0.007125789,0.022870797,0.011136713,0.00921659,0.001792115,0.012203448,0.014934289,0.017537122,0.005120328,0.026113671,0.001066735,0.001152074,0,0.000384025,0.001194743,0.007723161,0.000256016,0.000170678,0.150750981,0.001664107,8.53E-05,0,0.000170678,0.000469363,0.000768049,0.003029527,0.000469363,0.001109404,0.000426694,8.53E-05,0.000256016,0.000554702,0.000426694,0.000341355,0.000170678,0.000981396,0,0,0.000384025,0.000213347,0,0.000512033,4.27E-05,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;
Verticillium,0.038615805,0.046979007,0.017409114,0.018006486,0.019883939,0.028545827,0.021804062,0.016555726,0.059907834,0.017579792,0.026412357,0.022401434,0.025302953,0.036268988,0.012502133,0.008192524,0.098779655,0.029356545,0.017750469,0.019499915,0.009259259,0.022188087,0.016513057,0.006741765,0.045912272,0.021334699,0.034348865,0.01130739,0.008619218,0.012203448,0.015873016,0.011862093,0.046296296,0.037762417,0.016555726,0.018945212,0.006613757,0.012374125,0.005760369,0.019457245,0.041175969,0.023638846,0.02124936,0.036781021,0.012971497,0.007467145,0.009856631,0.009643284,0.015062297,0.133725892,0.005845707,0.024364226,0.008832565,0.028503158,0.009813961,0.014720942,0.013782215,0.035372931,0.011819423,0.008320533,0.01062468,0.013184844,0.009813961,0.027905786,0.050904591,0.012331456,0.038999829,0.014379587,0.012672811,0.026625704,0.009643284,0.009131251,0.020865335,0.008875235,0.026625704,0.005461683,0.013398191,0.009984639,0.013568868,0.018134494,0.041858679,0.041944018,0.020139956,0.022700119,0.013952893,0.013270183,0.008832565,0.016171702,0.025260283,0.015104967,0.02124936,0.032940775,0.015958355,0.018561188,0.013398191,0.029569892,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Verticillium;
Niesslia,0.001621437,0.001024066,0.001109404,0.006016385,0.006059054,0.001024066,0.002730841,0.019627923,0.005291005,0.000896057,0.000896057,0.012630142,0.006827104,0.001066735,0.000938727,0.010368664,0.001834784,0.001152074,0.001578768,0.004181601,0.002048131,0.000896057,0.000853388,0.00499232,0.002005462,0.002346817,0.000640041,0.008149855,0.006784434,0.004096262,0.000938727,0.009344598,0.00281618,0.001706776,0.001706776,0.001621437,0.002773511,0.000298686,0.00068271,0.013526199,0.002304147,0.00426694,0.000256016,0.021889401,0.00635774,0.006955112,0.000853388,0.007424475,0.001578768,0.00145076,0.001493429,0.005589691,0.001322751,0.000853388,0.000426694,0.020097286,0.003498891,0.0020908,0.000128008,0.00640041,0.005077658,0.00426694,0.00072538,0.006613757,0.003114866,0.133597884,0.005333675,0.003072197,0.005931046,0.000768049,0.000597372,0.006101724,0.003370882,0.004053593,0.000896057,0.005248336,0.002688172,0.001962792,0.001024066,0.005077658,0.001962792,0.002005462,0.001194743,0.00426694,0.004010923,0.000426694,0.001322751,0.017195767,0.00563236,0.002986858,0.000213347,0.019371906,0.009685953,0.002645503,0.000426694,0.008320533,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;
Dermoloma,0,0.112945895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002432156,0,0.000426694,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0.007595153,4.27E-05,0,0.017878478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005248336,0,0.010454002,0,0,0,0,0,0,0,0.001024066,0,0,0,0,0.002389486,0,0.004053593,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Dermoloma;
Sarocladium,0.000426694,0.000426694,0.000298686,0,0.00072538,0.000597372,0.000341355,0.000426694,0.000298686,0.003285544,0.000213347,0.005547022,0.000640041,0.00068271,0.000469363,0.011051374,0.000426694,0.000597372,0.000128008,0.003882915,0.000128008,0.000384025,0.001066735,0.000853388,0.00285885,0.002986858,0.005162997,0.000853388,0.00213347,0.000640041,0.001536098,0.00145076,0.000768049,0.001578768,0.0020908,0.000810719,0,8.53E-05,0.000128008,0.000170678,0.004736303,0.022956136,0.001664107,0.098907663,0.000128008,0.000128008,0.000341355,0.000640041,0.000213347,0.005120328,0.001237413,0.001109404,0.000256016,0,0.000554702,0.000597372,0.002773511,0.002048131,0.035884963,0.001024066,0.000426694,0.000170678,0.000341355,0.000810719,0.000469363,0.000170678,0.001749445,0.000170678,0.000384025,0.000213347,0.000298686,4.27E-05,0.002901519,0.002261478,0.000597372,0.000810719,0.000298686,0,0.000341355,8.53E-05,0.000213347,0,0.000554702,8.53E-05,0.000128008,0.000853388,0.000213347,0.000170678,0.006485748,0.014080901,0.000597372,0.000256016,0.000256016,0.002304147,0.06088923,0.00068271,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;
Cephalotrichum,0.009771292,0.002560164,0.020950674,0.042456051,0.061059908,0.013227513,0.009600614,0.024705581,0.025388292,0.011648746,0.012118109,0.018646527,0.053038061,0.025814985,0.034135518,0.050861922,0.006229732,0.008107186,0.098267622,0.049880526,0.016683734,0.014080901,0.012160778,0.005888377,0.012459464,0.0197986,0.008064516,0.022828128,0.072922,0.007680492,0.021121352,0.031660693,0.008107186,0.007381806,0.01344086,0.016385049,0.010368664,0.006869773,0.012288786,0.021718723,0.005888377,0.018859874,0.013312852,0.027905786,0.038743813,0.004565626,0.033794163,0.019073221,0.051544632,0.006571087,0.013952893,0.021420038,0.004906981,0.004736303,0.006912442,0.012800819,0.010838027,0.011435399,0.008704557,0.011904762,0.025558969,0.005973716,0.011222052,0.035543608,0.008661888,0.012246117,0.006528418,0.037207715,0.012160778,0.004352279,0.023297491,0.010795358,0.019286568,0.012886158,0.015147636,0.009643284,0.009643284,0.001280082,0.016854412,0.052099334,0.007467145,0.008960573,0.012843489,0.053422086,0.010838027,0.012459464,0.0255163,0.025430961,0.01275815,0.014123571,0.018091825,0.031447346,0.044973545,0.00422427,0.005248336,0.01271548,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum;
Aaosphaeria,0.000384025,0,0,0.008875235,0.020395972,0.000469363,0,0.00072538,0,0.000128008,0,0.000426694,0.000213347,0,0.000341355,0.001664107,0.000426694,0,4.27E-05,0.003669568,0.066009558,0.000170678,0,8.53E-05,0,4.27E-05,0,0.001664107,0,0.000128008,0.000128008,0.001621437,0.000512033,0.000426694,0.000213347,0.016641065,0.033666155,8.53E-05,0,0.001280082,8.53E-05,4.27E-05,0.000128008,0.001066735,0,0.000640041,8.53E-05,0.002986858,0.000128008,0,0,0.003114866,0.041517324,0.000938727,0,0.00068271,4.27E-05,0.000128008,0,0.000384025,0,0.000170678,0.000384025,0.00281618,0.00068271,0.000213347,0,0.003498891,0.023297491,0.000512033,0,8.53E-05,8.53E-05,0,0.001706776,0.000597372,0,4.27E-05,0.000256016,0.001280082,0.00072538,0,0.000170678,0.000554702,0.095536781,0.000298686,0.000170678,0.001066735,0,0,0.000512033,0.000469363,0.000128008,0.000128008,0.000426694,0.002688172,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Aaosphaeria;
Clonostachys,0.011648746,0.029271207,0.016769073,0.030209933,0.014806281,0.023937532,0.029527223,0.042242704,0.029271207,0.021420038,0.031276668,0.037378392,0.067502987,0.020182625,0.03187404,0.038615805,0.018646527,0.042626728,0.023169483,0.043778802,0.01062468,0.029953917,0.019201229,0.015360983,0.016342379,0.027521761,0.030337942,0.043650794,0.054232804,0.020779997,0.05384878,0.033154122,0.047149684,0.054787506,0.040493258,0.049283154,0.018817204,0.013824885,0.009003243,0.050563236,0.014038232,0.043522785,0.019713262,0.044504182,0.077018263,0.017153098,0.039853217,0.048003072,0.025814985,0.025046936,0.028375149,0.05662229,0.014635603,0.033026114,0.02974057,0.051629971,0.015104967,0.044546851,0.024150879,0.025686977,0.084528076,0.021036013,0.041431985,0.076719577,0.054019457,0.033708824,0.051544632,0.054787506,0.019670592,0.029100529,0.029143198,0.025644308,0.029953917,0.031831371,0.029697901,0.029953917,0.073690049,0.057091654,0.052355351,0.0453149,0.037421062,0.02406554,0.026412357,0.042285373,0.018987882,0.023297491,0.03042328,0.034860898,0.026241679,0.042157365,0.019243898,0.057817034,0.089691074,0.034519543,0.029313876,0.034263526,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys;
