Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Lecanicillium,0,0.000938727,8.53E-05,0,0.000341355,0.002773511,0.001024066,0.000554702,0.000426694,0.001706776,0.001621437,0.000213347,8.53E-05,0.000768049,0.000384025,0.000426694,4.27E-05,0.000256016,0.00281618,8.53E-05,0,0,0,0,0.000170678,8.53E-05,8.53E-05,0.007040451,0,0,0,8.53E-05,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0.000341355,0.001194743,0.000384025,4.27E-05,0.007339136,0.001493429,0.000640041,0,0.000938727,0.00068271,0.000512033,0,0.000213347,0.174347158,0.000298686,0.000213347,0.000341355,0,0,0,0,0,0.000512033,0,8.53E-05,0.000128008,0.000170678,0.000256016,0.000128008,0.000554702,0.000170678,0.000256016,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;
Plectosphaerella,0.002005462,0.004309609,0.007979177,0.006571087,0.004394948,0.002218809,0.004522956,0.004650964,0.004437617,0.007851169,0.008789896,0.005291005,0.001834784,0.00140809,0.003072197,0.003797576,0.002261478,0.004650964,0.001664107,0.000896057,0.001365421,0.000640041,0.001237413,0.00068271,0.012118109,0.015745008,0.005888377,0.00068271,0.007211128,0.007125789,0.005504352,0.00068271,0.002517494,0.004138932,0.00072538,0.000298686,0.001109404,0.001578768,0.001365421,0.000298686,0.002474825,0.00145076,0.001877453,0.000256016,0.003328213,0.002261478,0.00145076,0.000810719,0.00494965,0.021206691,0.005162997,0.02764977,0.004608295,0.009600614,0.010880696,0.002304147,0.031404677,0.003968254,0.012544803,0.008277863,0.011478068,0.004864311,0.008107186,0.001322751,0.005760369,0.008960573,0.003157535,0.000768049,0.00145076,0.002730841,0.002304147,0.000298686,0.018006486,0.024193548,0.013867554,0.000554702,0.012288786,0.008021847,0.008107186,0.003157535,0.002730841,0.002176139,0.002517494,0.002944188,0.003200205,0.000554702,0.002005462,0.013398191,0.001664107,0.000256016,0.001024066,0.004096262,0.030295272,0.005461683,0.030209933,0.172171019,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Plectosphaerella;
Penicillium,0.008789896,0.019926609,0.018219833,0.011435399,0.010667349,0.028588496,0.016897081,0.011819423,0.019201229,0.023468169,0.017963816,0.009387267,0.056238266,0.026412357,0.041303977,0.034476873,0.039810548,0.037207715,0.064388121,0.034092849,0.054616829,0.018817204,0.027948455,0.02406554,0.014934289,0.018902543,0.026839051,0.026583035,0.014934289,0.011264721,0.011606076,0.012416795,0.01344086,0.008235194,0.007723161,0.035202253,0.00853388,0.009856631,0.007509814,0.02406554,0.016001024,0.009003243,0.030721966,0.011819423,0.011008705,0.007851169,0.009344598,0.023894863,0.02833248,0.015318314,0.006315071,0.039554531,0.022956136,0.014379587,0.007253798,0.036183649,0.04817375,0.054616829,0.008277863,0.018689196,0.161290323,0.022785458,0.009728623,0.033154122,0.045016214,0.022060079,0.016427718,0.045912272,0.091781874,0.023041475,0.015830346,0.038359788,0.027351084,0.044717529,0.06728964,0.026327018,0.020139956,0.03614098,0.01344086,0.023937532,0.016427718,0.05026455,0.013696877,0.014678273,0.012971497,0.04181601,0.006528418,0.03255675,0.007253798,0.013526199,0.013654207,0.031831371,0.023425499,0.020737327,0.003754907,0.011392729,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;
Preussia,0.050605905,0.078084997,0.048515105,0.072793992,0.114652671,0.059353132,0.06443079,0.103857314,0.092933948,0.091909882,0.045485578,0.064900154,0.039170507,0.080303806,0.023766854,0.034092849,0.126429425,0.049112477,0.059651818,0.070703192,0.116786141,0.057646356,0.094427377,0.086661546,0.078383683,0.144819935,0.122461171,0.072836662,0.049965864,0.114097969,0.152457757,0.054019457,0.045016214,0.044930876,0.035287592,0.122247824,0.043778802,0.115250043,0.084613415,0.140296979,0.047107015,0.152159072,0.064900154,0.061657279,0.062425329,0.061870626,0.05666496,0.124125277,0.125149343,0.072153951,0.050221881,0.091909882,0.069124424,0.118194231,0.113543267,0.094299368,0.076890254,0.107569551,0.105222734,0.088410992,0.041474654,0.153567162,0.071471241,0.036311657,0.064004096,0.065582864,0.104155999,0.031916709,0.080602492,0.079962451,0.063790749,0.070660522,0.094726062,0.089307049,0.064132104,0.054915515,0.048472436,0.052056665,0.081583888,0.056835637,0.110897764,0.043992149,0.06233999,0.031788701,0.069764465,0.073220686,0.024022871,0.081199863,0.082821301,0.036055641,0.045570917,0.044504182,0.096134153,0.070532514,0.033580816,0.039981225,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;
Alternaria,0.006613757,0.001152074,0.000384025,0.001493429,0.017323775,0.001024066,0.001109404,0.000512033,0.014080901,0.001024066,0.004138932,0.00494965,0.011264721,0.000810719,0.010197986,0.0276071,0.001152074,0,0.000298686,0.001194743,0.001109404,0.000426694,8.53E-05,0.000213347,0.000768049,0.002560164,0.000810719,0.005717699,0.000853388,0.000213347,0.004181601,0.001962792,0.009259259,0.000938727,0.005547022,0.000981396,0.047149684,0.007168459,0.022870797,0.010923366,0.007467145,0.000256016,0.000256016,0.150750981,0.00068271,0.000469363,0.000384025,0.000170678,0.001749445,0.003626899,0.000469363,0.001194743,0.003242874,0.00213347,0.000853388,0.009856631,0.003114866,0.000597372,0.00213347,0.005162997,0.00917392,0.001749445,0.012246117,0.014806281,0.001621437,8.53E-05,0,0.000170678,0.000981396,0,0,0.000341355,0.000426694,0.000512033,0.000597372,0.000256016,0.002389486,0.000938727,0.001493429,0.001152074,0.001280082,0.00068271,0.000853388,0.00145076,0.017750469,0.005034989,0.026071002,0.001066735,0.000640041,0.000768049,0.002986858,0.000384025,0.000213347,0,0.000512033,4.27E-05,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;
Verticillium,0.038573135,0.046893668,0.017366445,0.018006486,0.098736986,0.029356545,0.0177078,0.019499915,0.046296296,0.037762417,0.016598396,0.018859874,0.015104967,0.133640553,0.005931046,0.024406895,0.050861922,0.012203448,0.038999829,0.014422256,0.041858679,0.041901348,0.020097286,0.02265745,0.019883939,0.028545827,0.021804062,0.016513057,0.009259259,0.022188087,0.016513057,0.006741765,0.006613757,0.012374125,0.005845707,0.019457245,0.008832565,0.028545827,0.009771292,0.014720942,0.012672811,0.026625704,0.009643284,0.009131251,0.013952893,0.013270183,0.008875235,0.016171702,0.059950503,0.017537122,0.026455026,0.022401434,0.045912272,0.021206691,0.034306196,0.01130739,0.041175969,0.023681516,0.02124936,0.036866359,0.013782215,0.035458269,0.011819423,0.008320533,0.020865335,0.008747226,0.026668373,0.005419013,0.025217614,0.015190306,0.02124936,0.032940775,0.025260283,0.036268988,0.012459464,0.008192524,0.008619218,0.012160778,0.015958355,0.011819423,0.012928827,0.007424475,0.009813961,0.009685953,0.010582011,0.013184844,0.009813961,0.027905786,0.013355521,0.00994197,0.013568868,0.018134494,0.015958355,0.018561188,0.013312852,0.029655231,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Glomerellales;f__Plectosphaerellaceae;g__Verticillium;
Niesslia,0.001621437,0.001109404,0.001152074,0.005973716,0.001834784,0.001237413,0.00145076,0.004181601,0.002773511,0.001578768,0.001664107,0.001578768,0.001621437,0.00145076,0.001493429,0.005547022,0.003114866,0.133555214,0.005291005,0.003072197,0.001877453,0.001962792,0.001109404,0.004181601,0.006101724,0.000981396,0.00285885,0.019585253,0.002048131,0.000896057,0.000896057,0.005077658,0.002773511,0.000298686,0.000768049,0.01348353,0.001322751,0.000896057,0.000426694,0.020054617,0.005931046,0.000810719,0.000512033,0.006229732,0.003925585,0.000597372,0.001365421,0.017153098,0.005333675,0.000896057,0.000981396,0.01275815,0.002048131,0.002346817,0.00068271,0.008149855,0.002346817,0.004437617,0.000298686,0.021889401,0.003498891,0.0020908,0.000128008,0.006443079,0.003370882,0.004138932,0.000896057,0.005291005,0.005589691,0.002944188,0.000256016,0.019627923,0.006784434,0.001066735,0.000981396,0.010411333,0.006827104,0.004181601,0.000938727,0.009344598,0.006443079,0.00708312,0.000853388,0.007467145,0.005077658,0.004309609,0.00068271,0.006699095,0.002602833,0.001962792,0.000981396,0.005034989,0.009728623,0.002688172,0.000426694,0.008320533,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia;
Dermoloma,0,0.113031234,0,0,0,0,0.002432156,0,0,0.007424475,8.53E-05,0,0,0,0,0,0,0,0.005248336,0,0,0.002474825,0,0.004096262,0,0,0,0,0.000384025,0,0,0.000170678,0.017878478,0,0,0,0,0,0,0,0.010454002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001024066,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Dermoloma;
Sarocladium,0.000469363,0.000384025,0.000298686,0.000128008,0.000384025,0.000597372,0.000170678,0.003968254,0.000768049,0.00145076,0.0020908,0.00072538,0.000256016,0.005077658,0.001152074,0.001152074,0.000384025,0.000128008,0.001664107,0.000213347,0.000213347,0,0.000640041,8.53E-05,0.000768049,0.000597372,0.000341355,0.000512033,8.53E-05,0.000384025,0.001109404,0.000853388,0,8.53E-05,0.000128008,8.53E-05,0.000298686,0,0.000554702,0.000554702,0.000298686,0.000213347,0.000256016,8.53E-05,8.53E-05,0.000896057,0.000341355,0.000170678,0.000298686,0.003285544,0.000170678,0.005461683,0.002944188,0.00281618,0.005077658,0.000896057,0.004778973,0.022913466,0.001578768,0.098993002,0.002730841,0.002176139,0.035884963,0.000938727,0.00285885,0.002176139,0.000554702,0.000768049,0.006443079,0.014080901,0.000640041,0.000213347,0.000597372,0.000853388,0.000469363,0.011008705,0.0020908,0.000640041,0.001536098,0.001493429,0.000128008,0.000128008,0.000341355,0.000597372,0.000384025,0.000170678,0.000341355,0.000768049,0.000341355,0,0.000298686,8.53E-05,0.000213347,0.002261478,0.06088923,0.00072538,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_fam_Incertae_sedis;g__Sarocladium;
Cephalotrichum,0.009771292,0.002602833,0.020779997,0.042370712,0.006229732,0.008064516,0.098224953,0.049880526,0.008107186,0.007424475,0.013398191,0.016385049,0.051373955,0.006485748,0.013952893,0.021420038,0.008619218,0.012203448,0.006571087,0.037207715,0.007467145,0.008960573,0.012843489,0.053464755,0.0609319,0.013227513,0.009600614,0.024662912,0.016683734,0.01416624,0.012160778,0.005888377,0.010368664,0.006869773,0.012288786,0.021718723,0.004736303,0.004736303,0.006997781,0.01275815,0.01203277,0.004181601,0.023254822,0.010752688,0.010838027,0.012374125,0.025345622,0.02547363,0.025430961,0.011606076,0.01203277,0.018689196,0.012459464,0.019755931,0.008107186,0.022700119,0.005845707,0.018987882,0.013312852,0.027863117,0.010838027,0.011392729,0.008704557,0.011990101,0.019158559,0.012843489,0.015147636,0.009643284,0.01275815,0.014038232,0.018006486,0.031404677,0.052952722,0.025814985,0.034135518,0.050861922,0.072922,0.007595153,0.021078682,0.031660693,0.038786482,0.004608295,0.033836832,0.019030551,0.0255163,0.006059054,0.011222052,0.035543608,0.009643284,0.001280082,0.016811743,0.052142004,0.044973545,0.00426694,0.005248336,0.01275815,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Cephalotrichum;
Aaosphaeria,0.000298686,0,0,0.008789896,0.000426694,0,4.27E-05,0.003712238,0.000554702,0.000298686,0.000213347,0.016641065,0.000128008,0,0,0.003114866,0.00072538,0.000256016,0,0.003498891,0.000768049,0,0.000170678,0.000554702,0.020395972,0.000554702,0,0.000597372,0.066052227,0.000213347,0,8.53E-05,0.033666155,8.53E-05,0,0.001280082,0.041517324,0.000938727,0,0.00072538,0.02334016,0.000512033,0,8.53E-05,0.095494112,0.000341355,0.000170678,0.001024066,0,0.000128008,0,0.000384025,0,4.27E-05,0,0.001664107,8.53E-05,8.53E-05,0.000128008,0.001066735,0.000128008,8.53E-05,0,0.000384025,0.000128008,0,0.001706776,0.000554702,0,0,0.000512033,0.000512033,0.000213347,0,0.000341355,0.001664107,0,0.000128008,8.53E-05,0.001578768,0,0.000597372,8.53E-05,0.002986858,0,0.000170678,0.000384025,0.002773511,0,8.53E-05,0.000298686,0.001280082,0.000128008,0.000128008,0.000384025,0.002688172,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Aaosphaeria;
Clonostachys,0.011563407,0.029185868,0.016769073,0.030124595,0.018603857,0.042626728,0.023126813,0.043821471,0.047149684,0.054744837,0.040621266,0.049283154,0.025772316,0.025089606,0.02833248,0.056451613,0.054104796,0.033666155,0.051544632,0.054659498,0.037463731,0.02406554,0.026369688,0.042370712,0.01489162,0.023894863,0.029399215,0.042328042,0.010582011,0.029953917,0.01911589,0.015275644,0.018774535,0.013739546,0.009088582,0.050648575,0.014763612,0.032770097,0.02974057,0.051459293,0.0197986,0.028929852,0.029100529,0.025558969,0.019073221,0.02334016,0.03046595,0.034946237,0.029228537,0.021377368,0.031233999,0.037378392,0.016342379,0.027479092,0.03042328,0.043778802,0.013995562,0.043522785,0.019670592,0.044461512,0.015104967,0.04463219,0.024150879,0.025686977,0.030039256,0.031788701,0.029697901,0.029911248,0.02619901,0.042157365,0.019286568,0.057817034,0.067588326,0.020097286,0.031788701,0.038701144,0.054190135,0.020651988,0.053934118,0.033239461,0.076975593,0.017195767,0.039767878,0.048216419,0.084570746,0.021121352,0.041346646,0.076719577,0.073860727,0.057134323,0.052568698,0.04535757,0.089819082,0.034476873,0.029228537,0.034434204,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys;
