Taxonomy,A2f,A7f,A11f,A14f,B2f,B7f,B11f,B14f,C2f,C7f,C11f,C14f,D2f,D7f,D11f,D14f,E2f,E7f,E11f,E14f,F2f,F7f,F11f,F14f,A3f,A6f,A10f,A15f,B3f,B6f,B10f,B15f,C3f,C6f,C10f,C15f,D3f,D6f,D10f,D15f,E3f,E6f,E10f,E15f,F3f,F6f,F10f,F15f,A1f,A8f,A9f,A16f,B1f,B8f,B9f,B16f,C1f,C8f,C9f,C16f,D1f,D8f,D9f,D16f,E1f,E8f,E9f,E16f,F1f,F8f,F9f,F16f,A4f,A5f,A12f,A13f,B4f,B5f,B12f,B13f,C4f,C5f,C12f,C13f,D4f,D5f,D12f,D13f,E4f,E5f,E12f,E13f,F4f,F5f,F12f,F13f,Tax_detail
Geminibasidiales,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,8.53E-05,8.53E-05,0,4.27E-05,0,0,0,8.53E-05,0,0,0.000128008,0.000426694,0,0,0,8.53E-05,0,0,0,0.000170678,0,0,0.000128008,0,0,0,0,0,8.53E-05,0,0,0,0.000170678,0,0,0,0.000128008,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0.000128008,0,0,0,0.000128008,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Geminibasidiomycetes;o__Geminibasidiales;
Golubeviales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000426694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Golubeviales;
Paraglomerales,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.000213347,0,4.27E-05,0,0,0,0,4.27E-05,0,0,0,8.53E-05,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000384025,0,0,0,0,0.000128008,0,0,0.000213347,0,0,0,0.000256016,0,0,0,0.000213347,k__Fungi;p__Glomeromycota;c__Paraglomeromycetes;o__Paraglomerales;
Microthyriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0.000128008,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0.000298686,0,0,0.000341355,0,0,0,0,0,0,0.000384025,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Microthyriales;
Melanosporales,0,4.27E-05,0,8.53E-05,0,0,0,0,8.53E-05,0,0,0,0,0,0.000128008,0,4.27E-05,0,4.27E-05,0,0,0.000384025,0,4.27E-05,0.000128008,0,0,0.000298686,0,0,0,0.000213347,0,0,0,0,0,0,0,8.53E-05,0.000128008,0,0,4.27E-05,0,0,8.53E-05,0.000341355,0,0,0,0,4.27E-05,0,0,4.27E-05,4.27E-05,8.53E-05,0,0,0,0,0,0.000213347,0,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,8.53E-05,4.27E-05,0.000170678,4.27E-05,0,0,0,4.27E-05,0,4.27E-05,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Melanosporales;
Helicobasidiales,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,8.53E-05,0,0.000213347,0.000384025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Helicobasidiales;
Amphisphaeriales,0,0,0,0.000384025,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Amphisphaeriales;
Laboulbeniomycetes_ord_Incertae_sedis,0,0,8.53E-05,0,0,0,0,0.000170678,8.53E-05,0,0.000170678,8.53E-05,0,0,0,0,0,0,0,0,0,4.27E-05,0,0.000213347,0,8.53E-05,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0.000341355,0,0,0,0,0,0,0.000128008,0,0.000213347,0,0,0,0,0,0,0,8.53E-05,8.53E-05,8.53E-05,0,0,0,0,0.000128008,0,0.000213347,0,0,0,0.000170678,8.53E-05,0,0,4.27E-05,8.53E-05,0,0,4.27E-05,4.27E-05,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,8.53E-05,0.000128008,0,0,8.53E-05,k__Fungi;p__Ascomycota;c__Laboulbeniomycetes;o__Laboulbeniomycetes_ord_Incertae_sedis;
Botryosphaeriales,0.000128008,0,0,0,0.000128008,0,0,0,0.000170678,0.000298686,0,0,0.000170678,0,0,4.27E-05,0.000128008,0,8.53E-05,0,0.000298686,0,0.000128008,0,0.000128008,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0.000128008,0,0,0,0,0,0,8.53E-05,0.000128008,0.000128008,0,0,0,4.27E-05,0,0,4.27E-05,8.53E-05,0,0,0,0,0,0,4.27E-05,4.27E-05,0,0,0,0,0.000170678,0,0.000170678,0.000256016,0,0,8.53E-05,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;
Trichosphaeriales,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0.000213347,0,0.000170678,0,0,0,0.000128008,0.000298686,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,4.27E-05,8.53E-05,0,0.000128008,0,0,8.53E-05,0,0.000128008,8.53E-05,8.53E-05,0,0.000256016,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0.000170678,0,0.000128008,0.000170678,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Trichosphaeriales;
Kickxellomycota_ord_Incertae_sedis,0,0,0,4.27E-05,0,4.27E-05,0,0,0,0,0,0,0,0,4.27E-05,0.000170678,0.000170678,0,0.000170678,8.53E-05,0,0.000213347,0,0.000298686,0.000256016,4.27E-05,0,4.27E-05,0,0,8.53E-05,0,0,0,0.000128008,0,0,0,0,0,0,4.27E-05,0,0,0,0,8.53E-05,0,0,0,0,0,0.000128008,0,0,0,4.27E-05,0.000170678,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,8.53E-05,0,8.53E-05,0,0,4.27E-05,4.27E-05,0,0,4.27E-05,0,0,8.53E-05,4.27E-05,0,0.000213347,0,0.000213347,0,0,0,0,8.53E-05,0,0,0,k__Fungi;p__Kickxellomycota;c__Kickxellomycota_cls_Incertae_sedis;o__Kickxellomycota_ord_Incertae_sedis;
Wallemiales,0,0,0,0,0,0,0.000298686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Wallemiales;
Blastocladiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,k__Fungi;p__Blastocladiomycota;c__Blastocladiomycetes;o__Blastocladiales;
Polyporales,0,0,4.27E-05,0,0,0,4.27E-05,8.53E-05,0.000256016,0,0,0,0,8.53E-05,4.27E-05,0,0.000213347,0,0,0,8.53E-05,0,8.53E-05,0.000128008,0,4.27E-05,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0.000128008,4.27E-05,0,0,4.27E-05,0.000170678,0,4.27E-05,0,0,4.27E-05,0,4.27E-05,4.27E-05,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,8.53E-05,4.27E-05,0,0,0,0,0,0,0,0,0,4.27E-05,0,4.27E-05,0,8.53E-05,4.27E-05,0,0,4.27E-05,0.000170678,0,8.53E-05,0,0,0.000128008,0.000128008,0,0.000128008,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;
Endogonomycetes_ord_Incertae_sedis,0,0,0,0,0.000128008,0,0,0,8.53E-05,0,0,0,0,0,0,0.000128008,0,0,0,0,8.53E-05,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0.000256016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonomycetes_ord_Incertae_sedis;
Geastrales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,8.53E-05,0,0,0,8.53E-05,8.53E-05,0,0,0,0.000256016,0,0,0,0.000256016,0,0,0,0.000213347,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;
Venturiales,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000256016,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;
GS08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,8.53E-05,8.53E-05,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS08;
Dothideomycetes_ord_Incertae_sedis,0,4.27E-05,0,0,0,0,0,0,0,0.000213347,4.27E-05,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideomycetes_ord_Incertae_sedis;
Calcarisporiellales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Calcarisporiellomycota;c__Calcarisporiellomycetes;o__Calcarisporiellales;
Agaricomycetes_ord_Incertae_sedis,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000213347,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_ord_Incertae_sedis;
Gigasporales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;
Ascomycota_ord_Incertae_sedis,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0.000170678,0,8.53E-05,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Ascomycota;c__Ascomycota_cls_Incertae_sedis;o__Ascomycota_ord_Incertae_sedis;
Boletales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0.000128008,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,4.27E-05,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;
Russulales,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;
Basidiobolales,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiobolomycota;c__Basidiobolomycetes;o__Basidiobolales;
Hymenochaetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,8.53E-05,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,4.27E-05,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;
Pleurotheciales,0,0.000170678,0,4.27E-05,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,8.53E-05,4.27E-05,0,0,0,0,0,0,0,0,0.000128008,0,8.53E-05,0.000128008,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Pleurotheciales;
GS07,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,4.27E-05,0,0,0.000170678,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0.000128008,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,k__Fungi;p__Rozellomycota;c__Rozellomycotina_cls_Incertae_sedis;o__GS07;
Basidiobolomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170678,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,k__Fungi;p__Basidiobolomycota;c__Basidiobolomycota_cls_Incertae_sedis;o__Basidiobolomycota_ord_Incertae_sedis;
Teloschistales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;
Eurotiomycetidae_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetidae_ord_Incertae_sedis;
Urocystidales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,4.27E-05,0,0,0,k__Fungi;p__Basidiomycota;c__Ustilaginomycetes;o__Urocystidales;
Glomeromycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Glomeromycota;c__Glomeromycota_cls_Incertae_sedis;o__Glomeromycota_ord_Incertae_sedis;
Basidiomycota_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Basidiomycota_cls_Incertae_sedis;o__Basidiomycota_ord_Incertae_sedis;
Tilletiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000128008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Tilletiales;
Tremellomycetes_ord_Incertae_sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellomycetes_ord_Incertae_sedis;
Neocallimastigomycota_ord_Incertae_sedis,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Neocallimastigomycota;c__Neocallimastigomycota_cls_Incertae_sedis;o__Neocallimastigomycota_ord_Incertae_sedis;
Monoblepharidales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes;o__Monoblepharidales;
Phallales,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Phallales;
Microbotryales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales;
Lichenostigmatales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Lichenostigmatales;
Thyridiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.53E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Thyridiales;
Atheliales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;
Lecanorales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;
Ostropales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Ostropales;
Platygloeales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Fungi;p__Basidiomycota;c__Pucciniomycetes;o__Platygloeales;
